uid,variant_number,total_active_mins
41371,1,28.0
41372,1,58.0
41373,1,83.0
41375,1,7.0
41377,1,7.0
41378,1,19.0
41381,1,20.0
41383,1,3.0
41384,1,43.0
41386,1,25.0
41388,1,11.0
41389,1,108.0
41391,1,104.0
41392,1,31.0
41394,1,35.0
41396,1,38.0
41400,1,15.0
41401,1,2.0
41402,1,24.0
41403,1,9.0
41407,1,92.0
41408,1,48.0
41409,1,73.0
41410,1,97.0
41411,1,40.0
41412,1,14.0
41413,1,9.0
41419,1,19.0
41420,1,39.0
41422,1,28.0
41425,1,18.0
41426,1,42.0
41427,1,33.0
41428,1,1.0
41430,1,36.0
41431,1,9.0
41432,1,15.0
41434,1,6.0
41435,1,11.0
41438,1,26.0
41439,1,48.0
41442,1,31.0
41443,1,1.0
41449,1,3.0
41452,1,23.0
41453,1,49.0
41456,1,52.0
41457,1,32.0
41458,1,1.0
41460,1,40.0
41462,1,89.0
41463,1,14.0
41464,1,34.0
41465,1,6.0
41466,1,54.0
41467,1,84.0
41468,1,124.0
41469,1,28.0
41473,1,8.0
41474,1,47.0
41475,1,88.0
41476,1,53.0
41477,1,17.0
41478,1,21.0
41479,1,1.0
41480,1,81.0
41481,1,23.0
41482,1,87.0
41487,1,13.0
41488,1,82.0
41489,1,21.0
41490,1,8.0
41492,1,3.0
41493,1,35.0
41494,1,78.0
41495,1,57.0
41497,1,38.0
41500,1,52.0
41502,1,94.0
41503,1,68.0
41504,1,22.0
41511,1,77.0
41513,1,54.0
41514,1,45.0
41515,1,16.0
41517,1,12.0
41519,1,9.0
41521,1,112.0
41522,1,39.0
41523,1,61.0
41529,1,2.0
41530,1,92.0
41531,1,2.0
41533,1,22.0
41534,1,95.0
41535,1,23.0
41538,1,56.0
41540,1,52.0
41541,1,69.0
41542,1,53.0
41543,1,11.0
41544,1,23.0
41545,1,14.0
41546,1,15.0
41551,1,28.0
41554,1,47.0
41555,1,4.0
41557,1,100.0
41558,1,107.0
41559,1,79.0
41560,1,51.0
41561,1,28.0
41562,1,25.0
41564,1,5.0
41565,1,44.0
41566,1,93.0
41567,1,114.0
41571,1,67.0
41572,1,34.0
41573,1,61.0
41574,1,65.0
41576,1,29.0
41577,1,12.0
41578,1,21.0
41579,1,14.0
41580,1,19.0
41581,1,81.0
41582,1,15.0
41583,1,43.0
41586,1,66.0
41587,1,6.0
41590,1,19.0
41592,1,55.0
41593,1,10.0
41598,1,45.0
41600,1,7.0
41603,1,45.0
41605,1,107.0
41607,1,1.0
41608,1,57.0
41610,1,2.0
41611,1,21.0
41612,1,105.0
41613,1,20.0
41615,1,62.0
41617,1,24.0
41621,1,2.0
41622,1,8.0
41623,1,19.0
41624,1,2.0
41625,1,64.0
41626,1,11.0
41627,1,25.0
41628,1,16.0
41629,1,33.0
41634,1,30.0
41635,1,18.0
41636,1,96.0
41637,1,1.0
41638,1,37.0
41639,1,6.0
41640,1,90.0
41644,1,35.0
41645,1,120.0
41646,1,24.0
41647,1,49.0
41649,1,25.0
41650,1,56.0
41651,1,71.0
41653,1,19.0
41655,1,8.0
41657,1,17.0
41658,1,75.0
41663,1,103.0
41664,1,1.0
41665,1,78.0
41668,1,111.0
41669,1,82.0
41670,1,43.0
41671,1,40.0
41672,1,8.0
41673,1,5.0
41674,1,121.0
41675,1,49.0
41676,1,63.0
41677,1,34.0
41679,1,6.0
41680,1,112.0
41681,1,3.0
41682,1,42.0
41683,1,23.0
41685,1,18.0
41686,1,89.0
41690,1,4.0
41692,1,12.0
41693,1,28.0
41695,1,56.0
41696,1,12.0
41697,1,25.0
41700,1,13.0
41702,1,31.0
41704,1,44.0
41708,1,95.0
41709,1,16.0
41710,1,13.0
41711,1,26.0
41713,1,16.0
41716,1,51.0
41717,1,4.0
41719,1,38.0
41722,1,23.0
41723,1,39.0
41724,1,29.0
41726,1,91.0
41727,1,57.0
41728,1,11.0
41729,1,9.0
41730,1,5.0
41731,1,8.0
41732,1,11.0
41733,1,43.0
41735,1,22.0
41737,1,34.0
41738,1,67.0
41744,1,96.0
41745,1,23.0
41748,1,17.0
41749,1,32.0
41750,1,36.0
41751,1,6.0
41752,1,97.0
41754,1,3.0
41755,1,121.0
41756,1,35.0
41758,1,23.0
41760,1,1.0
41763,1,92.0
41764,1,87.0
41767,1,22.0
41769,1,44.0
41771,1,47.0
41772,1,33.0
41773,1,23.0
41774,1,10.0
41777,1,24.0
41778,1,122.0
41779,1,30.0
41780,1,82.0
41781,1,33.0
41784,1,5.0
41785,1,32.0
41787,1,60.0
41789,1,110.0
41790,1,56.0
41792,1,124.0
41793,1,41.0
41796,1,3.0
41797,1,43.0
41798,1,50.0
41799,1,59.0
41800,1,3.0
41801,1,32.0
41803,1,9.0
41805,1,22.0
41806,1,32.0
41809,1,3.0
41810,1,41.0
41811,1,11.0
41813,1,32.0
41814,1,15.0
41815,1,17.0
41817,1,7.0
41819,1,20.0
41820,1,56.0
41822,1,117.0
41823,1,1.0
41824,1,46.0
41825,1,5.0
41830,1,45.0
41831,1,33.0
41833,1,7.0
41835,1,5.0
41837,1,86.0
41838,1,2.0
41840,1,9.0
41841,1,35.0
41842,1,44.0
41844,1,92.0
41845,1,34.0
41846,1,13.0
41847,1,11.0
41849,1,2.0
41850,1,15.0
41851,1,82.0
41852,1,60.0
41856,1,11.0
41857,1,106.0
41859,1,107.0
41861,1,12.0
41862,1,8.0
41863,1,62.0
41864,1,43.0
41866,1,116.0
41867,1,3.0
41868,1,33.0
41869,1,17.0
41870,1,1.0
41871,1,6.0
41873,1,66.0
41875,1,42.0
41876,1,2.0
41877,1,1.0
41878,1,7.0
41881,1,13.0
41883,1,74.0
41884,1,50.0
41886,1,120.0
41888,1,1.0
41890,1,52.0
41891,1,60.0
41892,1,19.0
41893,1,85.0
41896,1,14.0
41898,1,50.0
41899,1,93.0
41900,1,29.0
41901,1,68.0
41902,1,1.0
41903,1,16.0
41905,1,94.0
41906,1,42.0
41909,1,98.0
41910,1,46.0
41911,1,13.0
41915,1,67.0
41916,1,79.0
41917,1,118.0
41920,1,70.0
41922,1,3.0
41925,1,57.0
41926,1,1.0
41927,1,110.0
41929,1,8.0
41932,1,9.0
41933,1,27.0
41934,1,111.0
41935,1,113.0
41938,1,71.0
41939,1,113.0
41941,1,83.0
41944,1,20.0
41946,1,61.0
41949,1,23.0
41950,1,1.0
41951,1,56.0
41952,1,31.0
41954,1,22.0
41955,1,34.0
41956,1,56.0
41957,1,19.0
41958,1,40.0
41959,1,35.0
41961,1,14.0
41964,1,3.0
41965,1,25.0
41966,1,25.0
41967,1,36.0
41971,1,21.0
41972,1,73.0
41975,1,47.0
41976,1,89.0
41977,1,7.0
41979,1,71.0
41983,1,23.0
41985,1,25.0
41987,1,25.0
41988,1,7.0
41991,1,13.0
41995,1,6.0
41996,1,14.0
42001,1,3.0
42002,1,86.0
42003,1,23.0
42005,1,47.0
42006,1,91.0
42007,1,31.0
42011,1,15.0
42013,1,31.0
42014,1,31.0
42015,1,40.0
42017,1,64.0
42018,1,89.0
42023,1,18.0
42024,1,1.0
42025,1,25.0
42026,1,42.0
42027,1,34.0
42028,1,48.0
42029,1,22.0
42032,1,64.0
42034,1,121.0
42035,1,121.0
42037,1,54.0
42040,1,64.0
42041,1,126.0
42046,1,66.0
42049,1,4.0
42050,1,67.0
42051,1,99.0
42052,1,124.0
42053,1,2.0
42054,1,88.0
42055,1,22.0
42056,1,81.0
42061,1,122.0
42062,1,20.0
42063,1,84.0
42065,1,25.0
42069,1,38.0
42070,1,73.0
42071,1,21.0
42072,1,52.0
42073,1,66.0
42078,1,32.0
42079,1,8.0
42080,1,68.0
42081,1,11.0
42083,1,9.0
42084,1,33.0
42086,1,23.0
42087,1,4.0
42088,1,62.0
42090,1,17.0
42091,1,76.0
42093,1,95.0
42095,1,36.0
42097,1,30.0
42098,1,2.0
42102,1,95.0
42104,1,26.0
42106,1,86.0
42107,1,86.0
42109,1,31.0
42110,1,14.0
42111,1,92.0
42116,1,47.0
42118,1,38.0
42120,1,63.0
42122,1,45.0
42123,1,55.0
42124,1,43.0
42125,1,44.0
42128,1,17.0
42130,1,1.0
42131,1,1.0
42135,1,70.0
42138,1,21.0
42139,1,19.0
42141,1,2.0
42144,1,4.0
42145,1,5.0
42147,1,4.0
42148,1,69.0
42149,1,58.0
42151,1,5.0
42152,1,17.0
42154,1,49.0
42157,1,118.0
42158,1,35.0
42162,1,2.0
42164,1,5.0
42166,1,99.0
42167,1,102.0
42168,1,45.0
42169,1,34.0
42170,1,11.0
42172,1,66.0
42174,1,8.0
42175,1,4.0
42176,1,22.0
42177,1,67.0
42178,1,25.0
42179,1,85.0
42181,1,81.0
42182,1,86.0
42187,1,9.0
42188,1,69.0
42191,1,25.0
42192,1,12.0
42195,1,97.0
42197,1,70.0
42199,1,21.0
42201,1,18.0
42202,1,54.0
42204,1,5.0
42210,1,11.0
42211,1,10.0
42212,1,122.0
42216,1,9.0
42218,1,22.0
42219,1,100.0
42222,1,14.0
42223,1,75.0
42227,1,30.0
42228,1,52.0
42229,1,77.0
42230,1,122.0
42231,1,5.0
42232,1,47.0
42235,1,3.0
42238,1,49.0
42239,1,7.0
42241,1,13.0
42244,1,3.0
42250,1,84.0
42253,1,36.0
42254,1,36.0
42256,1,41.0
42257,1,30.0
42258,1,48.0
42259,1,14.0
42260,1,75.0
42262,1,74.0
42264,1,91.0
42265,1,32.0
42266,1,11.0
42270,1,60.0
42272,1,26.0
42273,1,12.0
42275,1,44.0
42276,1,12.0
42278,1,96.0
42279,1,5.0
42280,1,23.0
42283,1,56.0
42284,1,32.0
42286,1,35.0
42287,1,105.0
42290,1,9.0
42292,1,91.0
42293,1,43.0
42298,1,12.0
42299,1,7.0
42300,1,78.0
42302,1,42.0
42304,1,17.0
42305,1,16.0
42306,1,3.0
42307,1,79.0
42308,1,1.0
42309,1,108.0
42310,1,76.0
42311,1,5.0
42312,1,12.0
42315,1,113.0
42316,1,30.0
42317,1,9.0
42321,1,54.0
42322,1,75.0
42323,1,114.0
42325,1,41.0
42328,1,4.0
42330,1,9.0
42333,1,4.0
42337,1,109.0
42338,1,38.0
42339,1,107.0
42340,1,7.0
42344,1,126.0
42345,1,67.0
42346,1,1.0
42347,1,98.0
42348,1,125.0
42349,1,16.0
42351,1,115.0
42352,1,14.0
42353,1,5.0
42354,1,80.0
42356,1,32.0
42357,1,11.0
42360,1,79.0
42364,1,32.0
42366,1,45.0
42368,1,115.0
42369,1,4.0
42372,1,29.0
42373,1,4.0
42374,1,6.0
42375,1,87.0
42376,1,4.0
42381,1,21.0
42382,1,14.0
42384,1,70.0
42385,1,87.0
42388,1,3.0
42390,1,5.0
42391,1,15.0
42393,1,22.0
42394,1,117.0
42395,1,114.0
42396,1,53.0
42397,1,6.0
42398,1,48.0
42399,1,19.0
42400,1,32.0
42401,1,57.0
42402,1,8.0
42403,1,79.0
42404,1,34.0
42405,1,26.0
42406,1,1.0
42407,1,4.0
42408,1,126.0
42409,1,56.0
42411,1,27.0
42413,1,89.0
42414,1,93.0
42415,1,3.0
42416,1,54.0
42418,1,47.0
42419,1,23.0
42420,1,12.0
42421,1,48.0
42424,1,36.0
42426,1,54.0
42427,1,1.0
42433,1,83.0
42435,1,13.0
42436,1,12.0
42438,1,103.0
42439,1,69.0
42440,1,81.0
42441,1,71.0
42442,1,109.0
42443,1,15.0
42444,1,69.0
42445,1,10.0
42446,1,83.0
42448,1,43.0
42449,1,44.0
42450,1,5.0
42451,1,2.0
42452,1,3.0
42454,1,8.0
42458,1,23.0
42461,1,4.0
42462,1,9.0
42466,1,17.0
42468,1,1.0
42470,1,27.0
42471,1,54.0
42472,1,86.0
42473,1,21.0
42474,1,51.0
42477,1,23.0
42478,1,22.0
42481,1,18.0
42484,1,6.0
42486,1,18.0
42488,1,41.0
42489,1,26.0
42491,1,34.0
42493,1,14.0
42494,1,70.0
42495,1,76.0
42496,1,71.0
42497,1,46.0
42502,1,70.0
42503,1,43.0
42505,1,42.0
42507,1,12.0
42510,1,21.0
42512,1,1.0
42513,1,28.0
42516,1,21.0
42517,1,11.0
42520,1,39.0
42523,1,125.0
42526,1,49.0
42527,1,11.0
42528,1,35.0
42534,1,47.0
42535,1,18.0
42536,1,32.0
42537,1,18.0
42539,1,6.0
42543,1,25.0
42546,1,72.0
42548,1,6.0
42549,1,31.0
42551,1,56.0
42555,1,79.0
42556,1,7.0
42558,1,58.0
42559,1,89.0
42561,1,30.0
42564,1,9.0
42565,1,99.0
42566,1,22.0
42569,1,14.0
42570,1,4.0
42571,1,71.0
42574,1,100.0
42575,1,35.0
42576,1,18.0
42577,1,7.0
42579,1,35.0
42580,1,121.0
42581,1,11.0
42582,1,31.0
42583,1,1.0
42584,1,55.0
42586,1,17.0
42588,1,2.0
42589,1,20.0
42590,1,106.0
42592,1,56.0
42593,1,3.0
42594,1,25.0
42599,1,106.0
42600,1,1.0
42601,1,20.0
42605,1,72.0
42606,1,49.0
42607,1,11.0
42609,1,46.0
42610,1,34.0
42612,1,101.0
42614,1,36.0
42616,1,1.0
42617,1,13.0
42620,1,10.0
42621,1,15.0
42622,1,24.0
42624,1,40.0
42625,1,8.0
42626,1,89.0
42628,1,32.0
42629,1,1.0
42630,1,7.0
42632,1,26.0
42633,1,78.0
42636,1,74.0
42637,1,27.0
42640,1,32.0
42641,1,21.0
42642,1,11.0
42643,1,88.0
42646,1,9.0
42648,1,19.0
42656,1,13.0
42657,1,16.0
42658,1,54.0
42659,1,48.0
42660,1,6.0
42661,1,81.0
42662,1,36.0
42668,1,21.0
42671,1,13.0
42672,1,124.0
42673,1,15.0
42674,1,34.0
42677,1,9.0
42678,1,68.0
42679,1,44.0
42680,1,43.0
42684,1,25.0
42685,1,26.0
42686,1,52.0
42687,1,51.0
42688,1,5.0
42689,1,26.0
42692,1,7.0
42695,1,34.0
42697,1,7.0
42702,1,32.0
42703,1,107.0
42709,1,25.0
42710,1,15.0
42712,1,2.0
42713,1,35.0
42714,1,83.0
42716,1,30.0
42717,1,22.0
42720,1,48.0
42722,1,42.0
42723,1,55.0
42724,1,46.0
42727,1,50.0
42729,1,57.0
42730,1,12.0
42732,1,38.0
42733,1,22.0
42734,1,85.0
42735,1,12.0
42736,1,28.0
42737,1,5.0
42738,1,4.0
42740,1,105.0
42741,1,47.0
42742,1,60.0
42743,1,98.0
42744,1,24.0
42745,1,56.0
42746,1,28.0
42747,1,14.0
42749,1,55.0
42750,1,37.0
42752,1,84.0
42753,1,32.0
42754,1,25.0
42757,1,93.0
42758,1,15.0
42761,1,1.0
42762,1,47.0
42764,1,29.0
42767,1,49.0
42769,1,63.0
42772,1,31.0
42774,1,26.0
42776,1,94.0
42779,1,29.0
42781,1,20.0
42783,1,16.0
42784,1,13.0
42785,1,10.0
42788,1,16.0
42790,1,34.0
42791,1,19.0
42792,1,124.0
42794,1,28.0
42796,1,39.0
42798,1,9.0
42799,1,19.0
42800,1,72.0
42801,1,33.0
42805,1,81.0
42806,1,7.0
42807,1,26.0
42808,1,5.0
42809,1,41.0
42811,1,4.0
42812,1,37.0
42813,1,29.0
42814,1,10.0
42816,1,22.0
42820,1,1.0
42821,1,34.0
42823,1,6.0
42825,1,68.0
42826,1,26.0
42829,1,36.0
42830,1,14.0
42832,1,5.0
42833,1,3.0
42834,1,14.0
42835,1,5.0
42836,1,16.0
42839,1,78.0
42841,1,48.0
42842,1,27.0
42844,1,46.0
42845,1,78.0
42846,1,10.0
42847,1,53.0
42848,1,99.0
42851,1,47.0
42852,1,108.0
42856,1,11.0
42857,1,14.0
42859,1,18.0
42860,1,45.0
42864,1,12.0
42865,1,76.0
42866,1,29.0
42868,1,48.0
42872,1,43.0
42873,1,5.0
42875,1,3.0
42876,1,123.0
42880,1,111.0
42881,1,51.0
42882,1,14.0
42884,1,93.0
42886,1,107.0
42894,1,2.0
42895,1,26.0
42899,1,71.0
42900,1,2.0
42902,1,8.0
42903,1,98.0
42904,1,9.0
42905,1,29.0
42907,1,42.0
42908,1,89.0
42909,1,6.0
42910,1,50.0
42911,1,22.0
42913,1,82.0
42915,1,27.0
42917,1,124.0
42918,1,20.0
42920,1,19.0
42922,1,9.0
42924,1,74.0
42925,1,126.0
42927,1,24.0
42929,1,114.0
42932,1,12.0
42933,1,74.0
42934,1,66.0
42935,1,72.0
42936,1,26.0
42938,1,7.0
42939,1,23.0
42940,1,5.0
42941,1,28.0
42943,1,7.0
42946,1,8.0
42947,1,21.0
42948,1,52.0
42949,1,8.0
42950,1,57.0
42952,1,31.0
42953,1,62.0
42955,1,52.0
42956,1,14.0
42957,1,40.0
42958,1,58.0
42959,1,15.0
42962,1,7.0
42963,1,80.0
42965,1,47.0
42969,1,66.0
42971,1,47.0
42972,1,108.0
42976,1,37.0
42978,1,24.0
42979,1,15.0
42980,1,48.0
42981,1,15.0
42982,1,18.0
42985,1,29.0
42987,1,23.0
42988,1,29.0
42989,1,110.0
42990,1,14.0
42991,1,9.0
42992,1,24.0
42996,1,27.0
42997,1,13.0
42998,1,5.0
42999,1,107.0
43001,1,24.0
43002,1,6.0
43003,1,13.0
43004,1,71.0
43005,1,26.0
43008,1,104.0
43009,1,125.0
43010,1,27.0
43011,1,62.0
43012,1,19.0
43013,1,6.0
43017,1,55.0
43018,1,17.0
43019,1,11.0
43020,1,82.0
43022,1,37.0
43023,1,14.0
43024,1,36.0
43025,1,59.0
43026,1,32.0
43028,1,81.0
43029,1,48.0
43030,1,25.0
43032,1,35.0
43033,1,55.0
43037,1,19.0
43038,1,52.0
43039,1,90.0
43041,1,112.0
43043,1,11.0
43045,1,72.0
43047,1,36.0
43049,1,3.0
43050,1,3.0
43051,1,7.0
43053,1,30.0
43055,1,25.0
43056,1,54.0
43057,1,60.0
43059,1,55.0
43061,1,30.0
43062,1,114.0
43063,1,43.0
43065,1,36.0
43069,1,47.0
43070,1,58.0
43072,1,68.0
43073,1,11.0
43074,1,7.0
43075,1,7.0
43076,1,3.0
43078,1,44.0
43079,1,10.0
43080,1,40.0
43081,1,112.0
43082,1,26.0
43084,1,64.0
43086,1,52.0
43087,1,34.0
43088,1,65.0
43090,1,36.0
43091,1,6.0
43093,1,54.0
43095,1,19.0
43097,1,75.0
43100,1,22.0
43103,1,46.0
43106,1,30.0
43108,1,22.0
43112,1,111.0
43114,1,57.0
43115,1,86.0
43118,1,3.0
43119,1,20.0
43120,1,46.0
43121,1,13.0
43122,1,61.0
43123,1,67.0
43127,1,41.0
43129,1,54.0
43130,1,10.0
43134,1,58.0
43137,1,99.0
43140,1,2.0
43141,1,22.0
43142,1,43.0
43143,1,79.0
43145,1,2.0
43146,1,26.0
43148,1,43.0
43149,1,12.0
43153,1,7.0
43154,1,103.0
43155,1,69.0
43156,1,2.0
43157,1,1.0
43158,1,67.0
43159,1,30.0
43160,1,3.0
43161,1,3.0
43162,1,15.0
43163,1,54.0
43164,1,67.0
43165,1,116.0
43166,1,75.0
43167,1,10.0
43169,1,1.0
43170,1,2.0
43173,1,80.0
43174,1,56.0
43177,1,29.0
43178,1,83.0
43182,1,80.0
43183,1,54.0
43185,1,38.0
43186,1,17.0
43187,1,41.0
43189,1,64.0
43190,1,60.0
43191,1,46.0
43192,1,44.0
43193,1,76.0
43194,1,11.0
43195,1,19.0
43197,1,51.0
43198,1,37.0
43200,1,17.0
43202,1,6.0
43204,1,41.0
43205,1,98.0
43207,1,10.0
43208,1,8.0
43211,1,71.0
43212,1,28.0
43213,1,70.0
43214,1,47.0
43216,1,78.0
43217,1,59.0
43218,1,8.0
43221,1,17.0
43222,1,33.0
43223,1,70.0
43224,1,116.0
43227,1,48.0
43228,1,1.0
43229,1,10.0
43230,1,6.0
43231,1,14.0
43232,1,76.0
43234,1,122.0
43236,1,2.0
43237,1,117.0
43239,1,103.0
43242,1,24.0
43243,1,81.0
43247,1,98.0
43248,1,116.0
43249,1,55.0
43250,1,6.0
43251,1,54.0
43252,1,5.0
43253,1,66.0
43254,1,61.0
43256,1,34.0
43258,1,1.0
43259,1,79.0
43264,1,34.0
43265,1,3.0
43266,1,3.0
43267,1,2.0
43268,1,90.0
43273,1,61.0
43274,1,38.0
43275,1,126.0
43276,1,28.0
43277,1,47.0
43278,1,37.0
43280,1,100.0
43282,1,62.0
43283,1,6.0
43285,1,25.0
43287,1,53.0
43288,1,24.0
43291,1,16.0
43294,1,11.0
43297,1,57.0
43302,1,13.0
43303,1,11.0
43305,1,56.0
43306,1,65.0
43307,1,122.0
43308,1,34.0
43310,1,26.0
43312,1,1.0
43313,1,2.0
43314,1,115.0
43315,1,32.0
43316,1,50.0
43317,1,81.0
43318,1,76.0
43320,1,52.0
43321,1,14.0
43325,1,13.0
43326,1,29.0
43328,1,34.0
43329,1,44.0
43332,1,36.0
43333,1,38.0
43334,1,9.0
43335,1,11.0
43336,1,65.0
43337,1,1.0
43341,1,1.0
43342,1,27.0
43343,1,11.0
43345,1,21.0
43348,1,40.0
43349,1,41.0
43350,1,92.0
43351,1,111.0
43352,1,14.0
43354,1,13.0
43355,1,5.0
43356,1,52.0
43357,1,7.0
43362,1,78.0
43363,1,82.0
43364,1,8.0
43365,1,78.0
43366,1,109.0
43367,1,75.0
43369,1,99.0
43370,1,16.0
43371,1,21.0
43372,1,1.0
43373,1,6.0
43374,1,43.0
43375,1,93.0
43377,1,27.0
43379,1,111.0
43380,1,6.0
43382,1,13.0
43383,1,65.0
43385,1,2.0
43386,1,33.0
43387,1,2.0
43388,1,2.0
43389,1,24.0
43391,1,31.0
43392,1,9.0
43393,1,6.0
43394,1,41.0
43396,1,59.0
43397,1,62.0
43401,1,19.0
43409,1,75.0
43411,1,26.0
43415,1,30.0
43416,1,22.0
43417,1,73.0
43419,1,55.0
43420,1,90.0
43421,1,1.0
43422,1,45.0
43423,1,9.0
43424,1,6.0
43425,1,35.0
43427,1,21.0
43428,1,6.0
43429,1,45.0
43430,1,32.0
43431,1,17.0
43434,1,1.0
43436,1,30.0
43438,1,24.0
43439,1,39.0
43440,1,71.0
43442,1,121.0
43444,1,58.0
43445,1,34.0
43453,1,11.0
43455,1,123.0
43457,1,27.0
43459,1,18.0
43460,1,68.0
43465,1,2.0
43468,1,56.0
43469,1,23.0
43470,1,81.0
43472,1,105.0
43475,1,38.0
43476,1,115.0
43477,1,27.0
43478,1,37.0
43481,1,11.0
43482,1,10.0
43485,1,83.0
43486,1,31.0
43489,1,38.0
43490,1,49.0
43494,1,52.0
43495,1,7.0
43497,1,98.0
43498,1,38.0
43502,1,31.0
43504,1,52.0
43505,1,108.0
43506,1,61.0
43508,1,125.0
43510,1,53.0
43513,1,70.0
43514,1,61.0
43515,1,9.0
43520,1,21.0
43521,1,5.0
43523,1,88.0
43524,1,22.0
43527,1,17.0
43528,1,30.0
43529,1,73.0
43530,1,125.0
43531,1,10.0
43532,1,4.0
43533,1,1.0
43534,1,105.0
43535,1,24.0
43536,1,49.0
43537,1,19.0
43539,1,70.0
43541,1,6.0
43542,1,12.0
43543,1,7.0
43545,1,52.0
43546,1,1.0
43547,1,8.0
43548,1,100.0
43550,1,109.0
43553,1,97.0
43554,1,79.0
43557,1,65.0
43561,1,40.0
43563,1,90.0
43564,1,40.0
43565,1,65.0
43569,1,7.0
43570,1,17.0
43571,1,15.0
43572,1,5.0
43574,1,2.0
43575,1,50.0
43577,1,5.0
43579,1,24.0
43580,1,100.0
43581,1,103.0
43582,1,24.0
43586,1,43.0
43587,1,3.0
43588,1,96.0
43590,1,83.0
43591,1,11.0
43592,1,8.0
43593,1,30.0
43594,1,57.0
43595,1,6.0
43596,1,67.0
43597,1,53.0
43599,1,101.0
43601,1,17.0
43603,1,32.0
43604,1,29.0
43605,1,86.0
43606,1,48.0
43608,1,75.0
43611,1,2.0
43612,1,7.0
43617,1,31.0
43618,1,68.0
43619,1,44.0
43620,1,75.0
43621,1,40.0
43623,1,58.0
43624,1,78.0
43625,1,3.0
43626,1,24.0
43629,1,55.0
43631,1,13.0
43634,1,25.0
43635,1,52.0
43639,1,14.0
43640,1,1.0
43643,1,8.0
43646,1,20.0
43647,1,88.0
43648,1,64.0
43649,1,18.0
43650,1,9.0
43653,1,73.0
43654,1,18.0
43655,1,24.0
43656,1,16.0
43657,1,34.0
43659,1,27.0
43661,1,1.0
43663,1,2.0
43666,1,23.0
43668,1,123.0
43670,1,86.0
43671,1,5.0
43672,1,5.0
43673,1,8.0
43674,1,11.0
43675,1,96.0
43677,1,69.0
43678,1,47.0
43679,1,66.0
43682,1,88.0
43683,1,6.0
43684,1,79.0
43685,1,42.0
43691,1,9.0
43692,1,65.0
43693,1,17.0
43695,1,29.0
43704,1,17.0
43706,1,86.0
43708,1,1.0
43712,1,17.0
43713,1,23.0
43715,1,39.0
43716,1,80.0
43720,1,6.0
43722,1,119.0
43723,1,80.0
43724,1,19.0
43725,1,9.0
43726,1,22.0
43727,1,9.0
43730,1,22.0
43736,1,45.0
43737,1,7.0
43738,1,27.0
43739,1,122.0
43740,1,111.0
43741,1,50.0
43742,1,29.0
43750,1,30.0
43752,1,126.0
43754,1,28.0
43755,1,74.0
43756,1,55.0
43757,1,30.0
43759,1,2.0
43761,1,111.0
43762,1,13.0
43763,1,9.0
43764,1,80.0
43765,1,113.0
43767,1,2.0
43768,1,99.0
43770,1,44.0
43771,1,6.0
43772,1,13.0
43775,1,6.0
43777,1,9.0
43780,1,39.0
43781,1,108.0
43783,1,88.0
43786,1,6.0
43789,1,123.0
43792,1,7.0
43793,1,1.0
43796,1,75.0
43800,1,57.0
43802,1,18.0
43803,1,123.0
43804,1,13.0
43805,1,57.0
43806,1,48.0
43807,1,10.0
43809,1,24.0
43810,1,72.0
43811,1,16.0
43813,1,33.0
43815,1,110.0
43816,1,17.0
43817,1,26.0
43819,1,8.0
43820,1,20.0
43821,1,27.0
43822,1,58.0
43824,1,80.0
43825,1,3.0
43826,1,5.0
43827,1,84.0
43828,1,100.0
43829,1,52.0
43830,1,123.0
43831,1,8.0
43832,1,1.0
43834,1,21.0
43835,1,12.0
43836,1,9.0
43839,1,81.0
43842,1,1.0
43843,1,58.0
43844,1,2.0
43845,1,50.0
43846,1,9.0
43847,1,50.0
43848,1,11.0
43849,1,1.0
43850,1,86.0
43851,1,9.0
43855,1,40.0
43857,1,49.0
43858,1,1.0
43860,1,81.0
43861,1,17.0
43864,1,21.0
43865,1,39.0
43868,1,19.0
43871,1,33.0
43872,1,96.0
43873,1,1.0
43874,1,30.0
43878,1,35.0
43881,1,112.0
43882,1,15.0
43884,1,125.0
43887,1,7.0
43890,1,22.0
43891,1,39.0
43895,1,114.0
43897,1,80.0
43898,1,52.0
43899,1,63.0
43900,1,5.0
43901,1,51.0
43904,1,21.0
43905,1,8.0
43909,1,22.0
43910,1,53.0
43914,1,56.0
43916,1,32.0
43922,1,46.0
43923,1,39.0
43925,1,31.0
43927,1,65.0
43930,1,4.0
43932,1,87.0
43934,1,73.0
43936,1,9.0
43937,1,77.0
43938,1,74.0
43939,1,28.0
43941,1,110.0
43944,1,46.0
43945,1,29.0
43946,1,16.0
43948,1,16.0
43949,1,48.0
43950,1,6.0
43956,1,40.0
43957,1,12.0
43958,1,25.0
43962,1,87.0
43963,1,19.0
43965,1,2.0
43967,1,76.0
43968,1,50.0
43969,1,14.0
43971,1,30.0
43973,1,64.0
43975,1,29.0
43977,1,29.0
43979,1,42.0
43981,1,87.0
43982,1,73.0
43983,1,15.0
43984,1,45.0
43985,1,12.0
43986,1,23.0
43989,1,104.0
43990,1,20.0
43991,1,38.0
43994,1,22.0
43995,1,115.0
43997,1,86.0
43998,1,19.0
44005,1,29.0
44008,1,29.0
44012,1,110.0
44014,1,84.0
44015,1,29.0
44016,1,7.0
44017,1,14.0
44018,1,11.0
44020,1,14.0
44022,1,80.0
44023,1,1.0
