uid,variant_number,total_active_mins,gender
41215,1,706.0,female
41216,1,12.0,male
41217,1,17.0,male
41218,1,212.0,male
41219,1,203.0,unknown
41220,1,157.0,male
41221,1,170.0,male
41222,1,208.0,female
41223,1,45.0,unknown
41224,1,12.0,male
41225,1,8.0,male
41226,1,1033.0,male
41227,1,40.0,male
41228,1,395.0,male
41229,1,85.0,male
41230,1,21.0,male
41231,1,27.0,male
41232,1,359.0,female
41233,1,34.0,male
41234,1,43.0,male
41235,1,20.0,female
41237,1,1296.0,unknown
41238,1,252.0,male
41239,1,21.0,male
41240,1,4372.0,male
41241,1,46.0,female
41242,1,14.0,female
41243,1,87.0,male
41244,1,5.0,male
41245,1,696.0,male
41246,1,11.0,female
41247,1,33.0,male
41248,1,61.0,male
41249,1,152.0,male
41250,1,75.0,male
41251,1,34.0,unknown
41252,1,28.0,male
41253,1,49.0,male
41254,1,13.0,female
41255,1,107.0,male
41256,1,219.0,male
41257,1,74.0,male
41258,1,49.0,female
41259,1,307.0,female
41260,1,85.0,female
41261,1,1.0,male
41262,1,400.0,female
41263,1,55.0,unknown
41265,1,10.0,female
41266,1,46.0,male
41267,1,26.0,male
41268,1,19.0,male
41269,1,62.0,male
41270,1,25.0,male
41271,1,271.0,male
41272,1,92.0,female
41273,1,110.0,unknown
41274,1,313.0,male
41275,1,38.0,female
41276,1,10.0,female
41277,1,3209.0,male
41278,1,21.0,male
41279,1,250.0,male
41280,1,1386.0,male
41281,1,25.0,male
41282,1,14.0,female
41283,1,299.0,male
41284,1,33.0,male
41285,1,333.0,male
41286,1,33.0,female
41288,1,85.0,male
41289,1,159.0,unknown
41290,1,169.0,male
41291,1,65.0,female
41292,1,528.0,female
41293,1,72.0,male
41294,1,235.0,unknown
41295,1,6.0,male
41296,1,168.0,female
41297,1,8.0,unknown
41299,1,157.0,female
41300,1,55.0,unknown
41301,1,12.0,female
41303,1,912.0,unknown
41304,1,34.0,male
41305,1,72.0,male
41306,1,11.0,male
41307,1,6.0,male
41308,1,98.0,male
41309,1,2.0,male
41310,1,31.0,female
41311,1,60.0,female
41312,1,3.0,unknown
41313,1,32.0,female
41314,1,2357.0,male
41315,1,3.0,male
41316,1,382.0,male
41317,1,21.0,female
41318,1,7.0,male
41319,1,249.0,male
41320,1,43.0,female
41321,1,445.0,male
41322,1,84.0,female
41323,1,10.0,female
41324,1,44.0,male
41325,1,36.0,female
41326,1,36.0,male
41327,1,113.0,female
41328,1,73.0,male
41329,1,121.0,male
41330,1,31.0,unknown
41331,1,19.0,unknown
41333,1,46.0,unknown
41334,1,122.0,male
41335,1,10.0,unknown
41336,1,16.0,male
41337,1,18.0,male
41338,1,1001.0,female
41339,1,1.0,female
41340,1,604.0,male
41341,1,177.0,unknown
41342,1,68.0,unknown
41343,1,541.0,male
41344,1,39.0,male
41345,1,364.0,male
41346,1,24.0,male
41347,1,81.0,unknown
41348,1,15.0,male
41350,1,20.0,unknown
41351,1,1555.0,female
41352,1,2638.0,male
41353,1,41.0,male
41354,1,39.0,male
41355,1,519.0,female
41356,1,433.0,unknown
41357,1,186.0,male
41358,1,101.0,unknown
41359,1,20.0,male
41360,1,169.0,female
41362,1,411.0,female
41363,1,28.0,unknown
41364,1,495.0,male
41365,1,2473.0,male
41366,1,91.0,male
41367,1,2.0,male
41368,1,7.0,male
41369,1,39.0,male
41371,1,28.0,female
41372,1,58.0,male
41373,1,83.0,unknown
41375,1,7.0,unknown
41377,1,7.0,male
41378,1,19.0,female
41380,1,421.0,male
41381,1,20.0,male
41382,1,250.0,male
41383,1,3.0,male
41384,1,43.0,female
41385,1,935.0,male
41386,1,25.0,male
41387,1,133.0,male
41388,1,11.0,female
41389,1,108.0,male
41390,1,484.0,male
41391,1,104.0,male
41392,1,31.0,male
41393,1,323.0,male
41394,1,35.0,male
41395,1,853.0,male
41396,1,38.0,male
41398,1,269.0,male
41400,1,15.0,unknown
41401,1,2.0,female
41402,1,24.0,unknown
41403,1,9.0,unknown
41404,1,308.0,male
41405,1,252.0,male
41407,1,92.0,unknown
41408,1,48.0,female
41409,1,73.0,male
41410,1,97.0,female
41411,1,40.0,male
41412,1,14.0,female
41413,1,9.0,female
41414,1,167.0,female
41415,1,602.0,male
41416,1,144.0,male
41417,1,253.0,female
41418,1,355.0,male
41419,1,19.0,male
41420,1,39.0,male
41421,1,1381.0,male
41422,1,28.0,male
41424,1,192.0,male
41425,1,18.0,female
41426,1,42.0,male
41427,1,33.0,male
41428,1,1.0,male
41430,1,36.0,unknown
41431,1,9.0,female
41432,1,15.0,unknown
41433,1,244.0,unknown
41434,1,6.0,male
41435,1,11.0,male
41436,1,5662.0,unknown
41437,1,518.0,male
41438,1,26.0,female
41439,1,48.0,unknown
41440,1,668.0,male
41441,1,485.0,male
41442,1,31.0,unknown
41443,1,1.0,male
41444,1,685.0,unknown
41446,1,263.0,male
41447,1,11079.0,male
41448,1,1875.0,male
41449,1,3.0,female
41450,1,484.0,female
41451,1,884.0,male
41452,1,23.0,female
41453,1,49.0,male
41454,1,187.0,female
41456,1,52.0,male
41457,1,32.0,unknown
41458,1,1.0,male
41459,1,337.0,male
41460,1,40.0,male
41461,1,188.0,male
41462,1,89.0,female
41463,1,14.0,male
41464,1,34.0,male
41465,1,6.0,unknown
41466,1,54.0,female
41467,1,84.0,female
41468,1,124.0,male
41469,1,28.0,male
41470,1,132.0,male
41471,1,328.0,female
41472,1,149.0,male
41473,1,8.0,male
41474,1,47.0,female
41475,1,88.0,male
41476,1,53.0,unknown
41477,1,17.0,male
41478,1,21.0,unknown
41479,1,1.0,female
41480,1,81.0,female
41481,1,23.0,female
41482,1,87.0,male
41483,1,240.0,male
41484,1,605.0,female
41486,1,483.0,male
41487,1,13.0,female
41488,1,82.0,male
41489,1,21.0,female
41490,1,8.0,unknown
41491,1,140.0,male
41492,1,3.0,unknown
41493,1,35.0,male
41494,1,78.0,male
41495,1,57.0,male
41497,1,38.0,unknown
41498,1,194.0,male
41500,1,52.0,male
41501,1,1749.0,male
41502,1,94.0,unknown
41503,1,68.0,male
41504,1,22.0,female
41505,1,2729.0,male
41506,1,565.0,female
41507,1,1098.0,male
41508,1,736.0,female
41509,1,374.0,male
41510,1,574.0,male
41511,1,77.0,male
41512,1,3133.0,male
41513,1,54.0,unknown
41514,1,45.0,male
41515,1,16.0,unknown
41517,1,12.0,male
41518,1,5849.0,male
41519,1,9.0,unknown
41520,1,482.0,unknown
41521,1,112.0,male
41522,1,39.0,female
41523,1,61.0,female
41524,1,136.0,male
41525,1,129.0,male
41526,1,1121.0,male
41527,1,430.0,male
41528,1,704.0,male
41529,1,2.0,unknown
41530,1,92.0,female
41531,1,2.0,male
41532,1,4286.0,male
41533,1,22.0,male
41534,1,95.0,male
41535,1,23.0,male
41536,1,450.0,male
41537,1,1105.0,unknown
41538,1,56.0,male
41539,1,158.0,male
41540,1,52.0,male
41541,1,69.0,male
41542,1,53.0,female
41543,1,11.0,female
41544,1,23.0,male
41545,1,14.0,male
41546,1,15.0,male
41547,1,485.0,male
41548,1,2134.0,female
41549,1,226.0,male
41551,1,28.0,male
41553,1,182.0,male
41554,1,47.0,male
41555,1,4.0,female
41557,1,100.0,female
41558,1,107.0,female
41559,1,79.0,unknown
41560,1,51.0,unknown
41561,1,28.0,male
41562,1,25.0,female
41563,1,161.0,male
41564,1,5.0,female
41565,1,44.0,male
41566,1,93.0,male
41567,1,114.0,male
41568,1,300.0,female
41569,1,340.0,female
41570,1,778.0,female
41571,1,67.0,male
41572,1,34.0,female
41573,1,61.0,female
41574,1,65.0,male
41576,1,29.0,male
41577,1,12.0,unknown
41578,1,21.0,male
41579,1,14.0,female
41580,1,19.0,female
41581,1,81.0,male
41582,1,15.0,male
41583,1,43.0,female
41584,1,397.0,male
41585,1,3447.0,male
41586,1,66.0,female
41587,1,6.0,female
41588,1,19056.0,male
41590,1,19.0,male
41591,1,549.0,male
41592,1,55.0,male
41593,1,10.0,female
41594,1,549.0,male
41597,1,139.0,unknown
41598,1,45.0,female
41599,1,277.0,male
41600,1,7.0,male
41601,1,278.0,female
41602,1,138.0,male
41603,1,45.0,male
41604,1,412.0,male
41605,1,107.0,unknown
41607,1,1.0,female
41608,1,57.0,female
41609,1,144.0,male
41610,1,2.0,female
41611,1,21.0,male
41612,1,105.0,male
41613,1,20.0,female
41614,1,391.0,male
41615,1,62.0,male
41616,1,130.0,unknown
41617,1,24.0,male
41620,1,1119.0,female
41621,1,2.0,unknown
41622,1,8.0,male
41623,1,19.0,male
41624,1,2.0,male
41625,1,64.0,male
41626,1,11.0,unknown
41627,1,25.0,male
41628,1,16.0,male
41629,1,33.0,unknown
41630,1,153.0,unknown
41631,1,642.0,male
41632,1,221.0,female
41633,1,2412.0,male
41634,1,30.0,female
41635,1,18.0,male
41636,1,96.0,male
41637,1,1.0,unknown
41638,1,37.0,female
41639,1,6.0,female
41640,1,90.0,female
41641,1,139.0,male
41642,1,181.0,male
41644,1,35.0,male
41645,1,120.0,male
41646,1,24.0,female
41647,1,49.0,female
41648,1,145.0,female
41649,1,25.0,male
41650,1,56.0,male
41651,1,71.0,male
41652,1,1238.0,male
41653,1,19.0,female
41654,1,598.0,male
41655,1,8.0,female
41656,1,145.0,female
41657,1,17.0,female
41658,1,75.0,unknown
41660,1,350.0,male
41661,1,974.0,female
41662,1,747.0,female
41663,1,103.0,female
41664,1,1.0,female
41665,1,78.0,unknown
41666,1,250.0,male
41667,1,1735.0,male
41668,1,111.0,unknown
41669,1,82.0,unknown
41670,1,43.0,male
41671,1,40.0,female
41672,1,8.0,female
41673,1,5.0,male
41674,1,121.0,female
41675,1,49.0,female
41676,1,63.0,female
41677,1,34.0,unknown
41678,1,176.0,male
41679,1,6.0,female
41680,1,112.0,male
41681,1,3.0,male
41682,1,42.0,female
41683,1,23.0,unknown
41684,1,220.0,male
41685,1,18.0,male
41686,1,89.0,male
41687,1,178.0,male
41689,1,3117.0,male
41690,1,4.0,male
41691,1,6050.0,female
41692,1,12.0,female
41693,1,28.0,unknown
41694,1,245.0,male
41695,1,56.0,male
41696,1,12.0,female
41697,1,25.0,male
41698,1,554.0,male
41699,1,142.0,male
41700,1,13.0,female
41701,1,419.0,male
41702,1,31.0,female
41703,1,167.0,male
41704,1,44.0,male
41705,1,793.0,male
41707,1,1317.0,male
41708,1,95.0,unknown
41709,1,16.0,female
41710,1,13.0,female
41711,1,26.0,male
41712,1,223.0,male
41713,1,16.0,unknown
41714,1,584.0,unknown
41716,1,51.0,male
41717,1,4.0,female
41718,1,234.0,female
41719,1,38.0,male
41720,1,1097.0,male
41721,1,876.0,male
41722,1,23.0,unknown
41723,1,39.0,male
41724,1,29.0,male
41725,1,1229.0,female
41726,1,91.0,male
41727,1,57.0,female
41728,1,11.0,male
41729,1,9.0,male
41730,1,5.0,male
41731,1,8.0,male
41732,1,11.0,female
41733,1,43.0,male
41734,1,1932.0,male
41735,1,22.0,male
41736,1,279.0,female
41737,1,34.0,female
41738,1,67.0,unknown
41739,1,298.0,male
41740,1,702.0,female
41741,1,238.0,female
41742,1,410.0,male
41744,1,96.0,male
41745,1,23.0,male
41747,1,235.0,male
41748,1,17.0,male
41749,1,32.0,female
41750,1,36.0,male
41751,1,6.0,male
41752,1,97.0,male
41753,1,3024.0,male
41754,1,3.0,male
41755,1,121.0,male
41756,1,35.0,female
41757,1,333.0,male
41758,1,23.0,male
41759,1,263.0,unknown
41760,1,1.0,male
41761,1,720.0,female
41762,1,131.0,female
41763,1,92.0,female
41764,1,87.0,male
41767,1,22.0,male
41768,1,155.0,male
41769,1,44.0,male
41771,1,47.0,unknown
41772,1,33.0,male
41773,1,23.0,unknown
41774,1,10.0,male
41775,1,674.0,unknown
41776,1,3000.0,female
41777,1,24.0,male
41778,1,122.0,male
41779,1,30.0,unknown
41780,1,82.0,male
41781,1,33.0,male
41783,1,131.0,male
41784,1,5.0,male
41785,1,32.0,male
41786,1,231.0,male
41787,1,60.0,male
41788,1,3067.0,female
41789,1,110.0,female
41790,1,56.0,unknown
41791,1,204.0,male
41792,1,124.0,male
41793,1,41.0,male
41794,1,166.0,male
41796,1,3.0,male
41797,1,43.0,female
41798,1,50.0,female
41799,1,59.0,male
41800,1,3.0,female
41801,1,32.0,male
41803,1,9.0,male
41804,1,133.0,female
41805,1,22.0,male
41806,1,32.0,female
41807,1,2048.0,unknown
41808,1,232.0,female
41809,1,3.0,female
41810,1,41.0,female
41811,1,11.0,female
41812,1,182.0,male
41813,1,32.0,male
41814,1,15.0,male
41815,1,17.0,male
41817,1,7.0,female
41818,1,347.0,male
41819,1,20.0,male
41820,1,56.0,male
41821,1,879.0,male
41822,1,117.0,male
41823,1,1.0,unknown
41824,1,46.0,male
41825,1,5.0,female
41826,1,162.0,male
41828,1,416.0,male
41829,1,158.0,female
41830,1,45.0,male
41831,1,33.0,female
41832,1,5579.0,male
41833,1,7.0,male
41835,1,5.0,male
41836,1,4812.0,male
41837,1,86.0,female
41838,1,2.0,male
41839,1,451.0,male
41840,1,9.0,female
41841,1,35.0,unknown
41842,1,44.0,female
41843,1,209.0,male
41844,1,92.0,male
41845,1,34.0,female
41846,1,13.0,female
41847,1,11.0,male
41848,1,431.0,female
41849,1,2.0,female
41850,1,15.0,unknown
41851,1,82.0,unknown
41852,1,60.0,female
41853,1,469.0,female
41854,1,1241.0,male
41855,1,188.0,male
41856,1,11.0,male
41857,1,106.0,male
41858,1,156.0,male
41859,1,107.0,female
41860,1,6914.0,male
41861,1,12.0,male
41862,1,8.0,unknown
41863,1,62.0,male
41864,1,43.0,female
41865,1,132.0,female
41866,1,116.0,female
41867,1,3.0,female
41868,1,33.0,female
41869,1,17.0,male
41870,1,1.0,female
41871,1,6.0,male
41872,1,510.0,female
41873,1,66.0,male
41874,1,144.0,male
41875,1,42.0,male
41876,1,2.0,male
41877,1,1.0,male
41878,1,7.0,male
41879,1,851.0,male
41880,1,4689.0,female
41881,1,13.0,unknown
41882,1,173.0,male
41883,1,74.0,male
41884,1,50.0,female
41885,1,163.0,unknown
41886,1,120.0,male
41887,1,162.0,female
41888,1,1.0,female
41889,1,148.0,unknown
41890,1,52.0,male
41891,1,60.0,male
41892,1,19.0,male
41893,1,85.0,male
41894,1,1710.0,female
41895,1,251.0,male
41896,1,14.0,male
41898,1,50.0,unknown
41899,1,93.0,male
41900,1,29.0,female
41901,1,68.0,male
41902,1,1.0,female
41903,1,16.0,female
41904,1,532.0,male
41905,1,94.0,female
41906,1,42.0,male
41908,1,185.0,unknown
41909,1,98.0,male
41910,1,46.0,female
41911,1,13.0,male
41912,1,2027.0,male
41913,1,298.0,male
41914,1,169.0,male
41915,1,67.0,male
41916,1,79.0,female
41917,1,118.0,male
41918,1,931.0,male
41919,1,1510.0,unknown
41920,1,70.0,male
41921,1,545.0,unknown
41922,1,3.0,female
41924,1,134.0,female
41925,1,57.0,unknown
41926,1,1.0,unknown
41927,1,110.0,male
41928,1,479.0,male
41929,1,8.0,unknown
41930,1,165.0,unknown
41932,1,9.0,male
41933,1,27.0,male
41934,1,111.0,male
41935,1,113.0,male
41936,1,248.0,male
41937,1,349.0,unknown
41938,1,71.0,unknown
41939,1,113.0,male
41941,1,83.0,female
41942,1,1441.0,male
41943,1,179.0,male
41944,1,20.0,female
41945,1,149.0,male
41946,1,61.0,male
41947,1,1545.0,male
41948,1,395.0,male
41949,1,23.0,female
41950,1,1.0,female
41951,1,56.0,male
41952,1,31.0,female
41953,1,763.0,male
41954,1,22.0,female
41955,1,34.0,female
41956,1,56.0,male
41957,1,19.0,female
41958,1,40.0,female
41959,1,35.0,unknown
41960,1,598.0,female
41961,1,14.0,male
41962,1,763.0,female
41963,1,279.0,male
41964,1,3.0,male
41965,1,25.0,female
41966,1,25.0,female
41967,1,36.0,female
41968,1,127.0,female
41969,1,409.0,male
41970,1,842.0,male
41971,1,21.0,male
41972,1,73.0,male
41975,1,47.0,male
41976,1,89.0,male
41977,1,7.0,female
41978,1,351.0,unknown
41979,1,71.0,male
41980,1,804.0,female
41981,1,464.0,male
41983,1,23.0,male
41985,1,25.0,male
41986,1,131.0,male
41987,1,25.0,female
41988,1,7.0,male
41989,1,1761.0,female
41990,1,713.0,male
41991,1,13.0,unknown
41993,1,144.0,unknown
41994,1,191.0,unknown
41995,1,6.0,male
41996,1,14.0,female
41997,1,822.0,male
41998,1,218.0,male
41999,1,143.0,male
42000,1,2785.0,male
42001,1,3.0,male
42002,1,86.0,male
42003,1,23.0,female
42004,1,250.0,male
42005,1,47.0,male
42006,1,91.0,female
42007,1,31.0,male
42008,1,1315.0,male
42010,1,248.0,female
42011,1,15.0,unknown
42012,1,128.0,male
42013,1,31.0,male
42014,1,31.0,male
42015,1,40.0,female
42016,1,254.0,male
42017,1,64.0,male
42018,1,89.0,female
42019,1,174.0,male
42020,1,229.0,male
42021,1,520.0,unknown
42022,1,2040.0,male
42023,1,18.0,male
42024,1,1.0,male
42025,1,25.0,unknown
42026,1,42.0,unknown
42027,1,34.0,male
42028,1,48.0,female
42029,1,22.0,unknown
42030,1,10098.0,male
42032,1,64.0,female
42034,1,121.0,female
42035,1,121.0,unknown
42036,1,488.0,male
42037,1,54.0,male
42038,1,671.0,female
42040,1,64.0,male
42041,1,126.0,female
42043,1,297.0,male
42044,1,463.0,female
42045,1,1151.0,male
42046,1,66.0,female
42048,1,1953.0,male
42049,1,4.0,male
42050,1,67.0,male
42051,1,99.0,unknown
42052,1,124.0,unknown
42053,1,2.0,female
42054,1,88.0,male
42055,1,22.0,unknown
42056,1,81.0,unknown
42057,1,189.0,unknown
42058,1,144.0,female
42059,1,128.0,male
42061,1,122.0,female
42062,1,20.0,male
42063,1,84.0,male
42064,1,240.0,male
42065,1,25.0,unknown
42066,1,565.0,male
42067,1,1779.0,male
42068,1,432.0,male
42069,1,38.0,male
42070,1,73.0,male
42071,1,21.0,female
42072,1,52.0,female
42073,1,66.0,unknown
42074,1,354.0,male
42075,1,5557.0,male
42077,1,268.0,male
42078,1,32.0,male
42079,1,8.0,female
42080,1,68.0,male
42081,1,11.0,female
42082,1,149.0,male
42083,1,9.0,male
42084,1,33.0,male
42085,1,208.0,female
42086,1,23.0,male
42087,1,4.0,female
42088,1,62.0,female
42089,1,406.0,male
42090,1,17.0,male
42091,1,76.0,unknown
42092,1,336.0,male
42093,1,95.0,unknown
42094,1,614.0,male
42095,1,36.0,unknown
42096,1,521.0,unknown
42097,1,30.0,male
42098,1,2.0,male
42099,1,328.0,male
42100,1,364.0,male
42101,1,131.0,male
42102,1,95.0,female
42103,1,164.0,male
42104,1,26.0,male
42105,1,155.0,male
42106,1,86.0,male
42107,1,86.0,female
42109,1,31.0,unknown
42110,1,14.0,female
42111,1,92.0,male
42112,1,277.0,male
42113,1,143.0,female
42114,1,436.0,female
42116,1,47.0,female
42117,1,818.0,male
42118,1,38.0,male
42119,1,409.0,female
42120,1,63.0,male
42121,1,324.0,unknown
42122,1,45.0,male
42123,1,55.0,unknown
42124,1,43.0,male
42125,1,44.0,female
42126,1,975.0,female
42127,1,892.0,unknown
42128,1,17.0,male
42130,1,1.0,male
42131,1,1.0,male
42132,1,610.0,unknown
42133,1,293.0,male
42134,1,148.0,female
42135,1,70.0,male
42136,1,246.0,male
42137,1,306.0,female
42138,1,21.0,female
42139,1,19.0,female
42140,1,310.0,male
42141,1,2.0,male
42142,1,1032.0,male
42144,1,4.0,male
42145,1,5.0,female
42146,1,255.0,male
42147,1,4.0,female
42148,1,69.0,female
42149,1,58.0,male
42150,1,3865.0,male
42151,1,5.0,female
42152,1,17.0,male
42153,1,290.0,male
42154,1,49.0,male
42155,1,1363.0,female
42156,1,153.0,male
42157,1,118.0,male
42158,1,35.0,male
42160,1,4030.0,male
42161,1,129.0,male
42162,1,2.0,female
42163,1,2627.0,female
42164,1,5.0,male
42165,1,366.0,male
42166,1,99.0,female
42167,1,102.0,female
42168,1,45.0,male
42169,1,34.0,female
42170,1,11.0,male
42171,1,17708.0,male
42172,1,66.0,female
42173,1,268.0,female
42174,1,8.0,unknown
42175,1,4.0,male
42176,1,22.0,female
42177,1,67.0,female
42178,1,25.0,male
42179,1,85.0,female
42180,1,737.0,female
42181,1,81.0,male
42182,1,86.0,male
42183,1,154.0,female
42184,1,274.0,male
42185,1,1176.0,female
42186,1,670.0,male
42187,1,9.0,male
42188,1,69.0,male
42189,1,195.0,male
42190,1,1184.0,unknown
42191,1,25.0,female
42192,1,12.0,male
42193,1,3147.0,male
42195,1,97.0,unknown
42196,1,185.0,male
42197,1,70.0,male
42198,1,242053.0,male
42199,1,21.0,male
42200,1,2325.0,female
42201,1,18.0,unknown
42202,1,54.0,female
42203,1,350.0,male
42204,1,5.0,male
42205,1,364.0,female
42206,1,148.0,male
42209,1,2418.0,female
42210,1,11.0,female
42211,1,10.0,female
42212,1,122.0,female
42213,1,287.0,unknown
42214,1,1196.0,male
42215,1,3459.0,male
42216,1,9.0,female
42217,1,135.0,male
42218,1,22.0,unknown
42219,1,100.0,female
42222,1,14.0,female
42223,1,75.0,male
42224,1,202.0,male
42227,1,30.0,female
42228,1,52.0,female
42229,1,77.0,male
42230,1,122.0,male
42231,1,5.0,unknown
42232,1,47.0,male
42233,1,1006.0,male
42234,1,383.0,female
42235,1,3.0,male
42236,1,21493.0,male
42237,1,305.0,male
42238,1,49.0,female
42239,1,7.0,female
42240,1,1309.0,male
42241,1,13.0,female
42244,1,3.0,unknown
42245,1,240.0,unknown
42246,1,208.0,male
42247,1,156.0,female
42248,1,476.0,male
42249,1,129.0,male
42250,1,84.0,female
42251,1,189.0,male
42252,1,476.0,male
42253,1,36.0,male
42254,1,36.0,male
42256,1,41.0,male
42257,1,30.0,male
42258,1,48.0,unknown
42259,1,14.0,female
42260,1,75.0,male
42261,1,2216.0,female
42262,1,74.0,male
42263,1,240.0,male
42264,1,91.0,male
42265,1,32.0,male
42266,1,11.0,unknown
42267,1,975.0,female
42268,1,238.0,female
42269,1,994.0,male
42270,1,60.0,male
42271,1,145.0,unknown
42272,1,26.0,male
42273,1,12.0,female
42274,1,170.0,female
42275,1,44.0,male
42276,1,12.0,male
42277,1,367.0,unknown
42278,1,96.0,male
42279,1,5.0,male
42280,1,23.0,male
42283,1,56.0,unknown
42284,1,32.0,female
42286,1,35.0,male
42287,1,105.0,female
42290,1,9.0,unknown
42291,1,2672.0,male
42292,1,91.0,male
42293,1,43.0,female
42294,1,320.0,male
42295,1,1001.0,female
42296,1,619.0,male
42297,1,3612.0,male
42298,1,12.0,male
42299,1,7.0,female
42300,1,78.0,male
42302,1,42.0,male
42304,1,17.0,male
42305,1,16.0,male
42306,1,3.0,female
42307,1,79.0,male
42308,1,1.0,female
42309,1,108.0,male
42310,1,76.0,unknown
42311,1,5.0,male
42312,1,12.0,male
42313,1,172.0,male
42314,1,6111.0,male
42315,1,113.0,male
42316,1,30.0,female
42317,1,9.0,male
42318,1,381.0,male
42319,1,285.0,female
42321,1,54.0,male
42322,1,75.0,male
42323,1,114.0,male
42324,1,129.0,male
42325,1,41.0,male
42327,1,414.0,female
42328,1,4.0,unknown
42329,1,265.0,male
42330,1,9.0,female
42331,1,2402.0,female
42332,1,261.0,male
42333,1,4.0,male
42334,1,560.0,male
42335,1,147.0,unknown
42336,1,393.0,unknown
42337,1,109.0,male
42338,1,38.0,male
42339,1,107.0,male
42340,1,7.0,male
42341,1,1081.0,male
42342,1,242.0,female
42343,1,302.0,male
42344,1,126.0,unknown
42345,1,67.0,female
42346,1,1.0,unknown
42347,1,98.0,male
42348,1,125.0,female
42349,1,16.0,male
42350,1,1032.0,male
42351,1,115.0,male
42352,1,14.0,male
42353,1,5.0,female
42354,1,80.0,male
42355,1,256.0,unknown
42356,1,32.0,male
42357,1,11.0,female
42359,1,300.0,male
42360,1,79.0,unknown
42361,1,161.0,male
42362,1,163.0,male
42363,1,186.0,female
42364,1,32.0,female
42365,1,2723.0,female
42366,1,45.0,male
42367,1,1199.0,male
42368,1,115.0,male
42369,1,4.0,male
42370,1,891.0,female
42371,1,2620.0,male
42372,1,29.0,male
42373,1,4.0,female
42374,1,6.0,male
42375,1,87.0,male
42376,1,4.0,female
42378,1,149.0,male
42380,1,1641.0,female
42381,1,21.0,unknown
42382,1,14.0,male
42384,1,70.0,male
42385,1,87.0,male
42386,1,758.0,male
42387,1,6799.0,male
42388,1,3.0,male
42389,1,1788.0,male
42390,1,5.0,unknown
42391,1,15.0,male
42392,1,738.0,male
42393,1,22.0,unknown
42394,1,117.0,male
42395,1,114.0,male
42396,1,53.0,male
42397,1,6.0,female
42398,1,48.0,female
42399,1,19.0,male
42400,1,32.0,female
42401,1,57.0,male
42402,1,8.0,unknown
42403,1,79.0,male
42404,1,34.0,female
42405,1,26.0,unknown
42406,1,1.0,male
42407,1,4.0,male
42408,1,126.0,male
42409,1,56.0,unknown
42410,1,247.0,male
42411,1,27.0,female
42412,1,169.0,male
42413,1,89.0,unknown
42414,1,93.0,unknown
42415,1,3.0,female
42416,1,54.0,male
42417,1,168.0,female
42418,1,47.0,female
42419,1,23.0,female
42420,1,12.0,male
42421,1,48.0,male
42423,1,724.0,male
42424,1,36.0,male
42426,1,54.0,unknown
42427,1,1.0,unknown
42428,1,280.0,female
42429,1,214.0,unknown
42430,1,1535.0,female
42431,1,16460.0,male
42432,1,133.0,male
42433,1,83.0,male
42434,1,5936.0,male
42435,1,13.0,male
42436,1,12.0,male
42437,1,145.0,male
42438,1,103.0,unknown
42439,1,69.0,female
42440,1,81.0,female
42441,1,71.0,male
42442,1,109.0,female
42443,1,15.0,female
42444,1,69.0,male
42445,1,10.0,female
42446,1,83.0,male
42447,1,136.0,male
42448,1,43.0,male
42449,1,44.0,male
42450,1,5.0,female
42451,1,2.0,male
42452,1,3.0,male
42453,1,339.0,male
42454,1,8.0,female
42455,1,918.0,unknown
42457,1,1697.0,female
42458,1,23.0,female
42459,1,2970.0,male
42460,1,2864.0,male
42461,1,4.0,female
42462,1,9.0,male
42463,1,5763.0,male
42464,1,219.0,unknown
42465,1,127.0,male
42466,1,17.0,male
42467,1,195.0,male
42468,1,1.0,female
42469,1,533.0,male
42470,1,27.0,male
42471,1,54.0,male
42472,1,86.0,female
42473,1,21.0,unknown
42474,1,51.0,female
42475,1,129.0,male
42477,1,23.0,unknown
42478,1,22.0,male
42479,1,1533.0,unknown
42480,1,943.0,male
42481,1,18.0,male
42482,1,12110.0,female
42483,1,236.0,female
42484,1,6.0,male
42485,1,178.0,male
42486,1,18.0,unknown
42487,1,677.0,female
42488,1,41.0,male
42489,1,26.0,male
42491,1,34.0,male
42493,1,14.0,female
42494,1,70.0,male
42495,1,76.0,male
42496,1,71.0,male
42497,1,46.0,male
42499,1,146.0,male
42500,1,705.0,female
42502,1,70.0,female
42503,1,43.0,male
42504,1,170.0,male
42505,1,42.0,unknown
42506,1,2464.0,male
42507,1,12.0,male
42508,1,107211.0,female
42510,1,21.0,female
42511,1,317.0,male
42512,1,1.0,unknown
42513,1,28.0,female
42514,1,391.0,male
42515,1,267.0,male
42516,1,21.0,unknown
42517,1,11.0,unknown
42518,1,173.0,unknown
42519,1,1176.0,unknown
42520,1,39.0,male
42522,1,145.0,male
42523,1,125.0,female
42524,1,165.0,male
42525,1,4036.0,unknown
42526,1,49.0,male
42527,1,11.0,female
42528,1,35.0,female
42529,1,618.0,male
42530,1,441.0,male
42531,1,210.0,unknown
42532,1,4495.0,male
42534,1,47.0,male
42535,1,18.0,female
42536,1,32.0,male
42537,1,18.0,female
42538,1,172.0,male
42539,1,6.0,unknown
42540,1,408.0,male
42541,1,1761.0,female
42543,1,25.0,male
42544,1,226062.0,unknown
42545,1,605.0,unknown
42546,1,72.0,male
42548,1,6.0,female
42549,1,31.0,unknown
42551,1,56.0,male
42552,1,132.0,male
